cricinfo,personLabel,dob,countryLabel
16498,Harold Leach,1862-03-03T00:00:00Z,United Kingdom of Great Britain and Ireland
307184,Hernán Fennell,1988-02-02T00:00:00Z,Argentina
33781,Tushar Saha,1985-09-20T00:00:00Z,India
27843,Prolay Chail,1951-11-01T00:00:00Z,India
32003,Sunil Nandy,1935-02-01T00:00:00Z,India
28788,Feroze Ghayas,1973-05-03T00:00:00Z,India
27739,David Cooper,1923-01-01T00:00:00Z,India
35184,M. S. Sriram,1934-09-30T00:00:00Z,India
36915,Arthur Drabble,1864-02-12T00:00:00Z,United Kingdom of Great Britain and Ireland
36713,Daniel Clayton,1875-09-28T00:00:00Z,New Zealand
17666,Gerald Mordaunt,1873-01-20T00:00:00Z,United Kingdom
17666,Gerald Mordaunt,1873-01-20T00:00:00Z,United Kingdom of Great Britain and Ireland
37461,James Hussey,1880-05-27T00:00:00Z,New Zealand
38556,William Stephens,1870-04-14T00:00:00Z,New Zealand
28906,Milind Gunjal,1959-04-04T00:00:00Z,India
38582,Trevor Sutherland,1954-07-04T00:00:00Z,New Zealand
236235,Kamrul Islam,1986-07-31T00:00:00Z,Bangladesh
17352,Frederick Marsh,1875-05-11T00:00:00Z,United Kingdom
38512,Jim Smith,1940-06-26T00:00:00Z,New Zealand
24127,Mohammad Zubair,1975-01-22T00:00:00Z,
38074,David Oakley,1960-11-21T00:00:00Z,New Zealand
29358,Reginald Hopkins,1904-06-06T00:00:00Z,United Kingdom
27276,Shivajirao Gaekwad,1890-08-31T00:00:00Z,
18948,Hal Pickthall,1896-07-31T00:00:00Z,
24587,Stephen Radcliffe,1904-08-24T00:00:00Z,
24457,Charles Mellon,1915-02-09T00:00:00Z,
24482,Paget O'Brien-Butler,1911-08-01T00:00:00Z,
24593,Paul Moore,1961-06-10T00:00:00Z,
23321,Charles Waller,1832-01-01T00:00:00Z,
17309,Dunlop Manners,1916-08-24T00:00:00Z,
33258,Chandan Rawat,1986-12-18T00:00:00Z,India
26412,Rudolph Anstead,1876-06-02T00:00:00Z,
21303,Henry Slater,1839-02-15T00:00:00Z,
16089,Robert Knight,1858-04-21T00:00:00Z,
20685,Graham Sharman,1938-05-30T00:00:00Z,
4089,Alick Bannerman,1854-03-21T00:00:00Z,Australia
43906,Hashim Amla,1983-03-31T00:00:00Z,South Africa
44728,Louis Duffus,1904-05-13T00:00:00Z,South Africa
42615,Salahuddin,1947-02-14T00:00:00Z,Pakistan
42615,Salahuddin,1947-02-14T00:00:00Z,British Raj
42062,Naved Anjum,1963-07-27T00:00:00Z,Pakistan
48118,Jayantha Amerasinghe,1954-02-02T00:00:00Z,Sri Lanka
38964,Aamer Hanif,1967-10-04T00:00:00Z,Pakistan
4451,George Bailey,1982-09-07T00:00:00Z,Australia
4735,Cornelius Chamberlain,1882-12-20T00:00:00Z,Australia
47065,Cyril Robinson,1873-07-18T00:00:00Z,South Africa
38395,Dennis Smith,1913-01-08T00:00:00Z,New Zealand
49554,Dulip Liyanage,1972-06-06T00:00:00Z,Sri Lanka
46184,Eric Marx,1895-07-04T00:00:00Z,South Africa
40097,Farhan Adil,1977-09-25T00:00:00Z,Pakistan
38844,Frederick Wilding,1852-11-20T00:00:00Z,New Zealand
38844,Frederick Wilding,1852-11-20T00:00:00Z,United Kingdom of Great Britain and Ireland
4683,Ian Carmichael,1960-12-17T00:00:00Z,Australia
40567,Intikhab Alam,1941-12-28T00:00:00Z,Pakistan
40567,Intikhab Alam,1941-12-28T00:00:00Z,British Raj
4433,Jeremy Bray,1973-11-30T00:00:00Z,Australia
405117,Matt Higginbottom,1990-10-20T00:00:00Z,United Kingdom
48112,Monde Zondeki,1982-07-25T00:00:00Z,South Africa
4598,Morton Cohen,1913-09-19T00:00:00Z,Australia
4054,Nathan Ashley,1973-10-03T00:00:00Z,Australia
42504,Raees Mohammad,1932-12-25T00:00:00Z,Pakistan
42504,Raees Mohammad,1932-12-25T00:00:00Z,British Raj
48642,Sudantha Dias,1971-01-27T00:00:00Z,Sri Lanka
4302,William Back,1856-01-01T00:00:00Z,Australia
48993,Indika Gallage,1975-11-22T00:00:00Z,Sri Lanka
43550,Wasim Haider,1967-06-06T00:00:00Z,Pakistan
41285,Mohammad Hussain,1976-10-08T00:00:00Z,Pakistan
5052,Harcourt Dowsley,1919-07-15T00:00:00Z,Australia
45381,G. D. Gibbon,1913-01-08T00:00:00Z,South Africa
40734,Ikram Rabbani,,Pakistan
500270,Dom Michael,1987-10-08T00:00:00Z,Australia
4007,Geoff Allardice,1967-05-07T00:00:00Z,Australia
422008,Hassan Mohammed,1980-01-20T00:00:00Z,Malaysia
41978,Mohammad Fayyaz,1984-10-19T00:00:00Z,Pakistan
4022,Donald Allen,1926-12-13T00:00:00Z,Australia
39173,Ali Raza,1977-02-04T00:00:00Z,Pakistan
43690,Yasir Arafat,1984-12-28T00:00:00Z,Pakistan
4149,John Bingham,1864-07-15T00:00:00Z,Australia
46375,Willie Morris,1955-03-30T00:00:00Z,South Africa
43494,Umar Rasheed,1962-12-25T00:00:00Z,
49530,Daminda Kolugala,1972-06-03T00:00:00Z,Sri Lanka
40709,Ijaz Ahmed,,
4106,Robert Bayles,1892-07-07T00:00:00Z,Australia
4609,Maxwell Combes,1911-07-29T00:00:00Z,Australia
4609,Maxwell Combes,1911-07-29T00:00:00Z,New Zealand
42813,Shakeel Ahmed,1982-10-18T00:00:00Z,
37975,Murray Muir,1928-02-16T00:00:00Z,New Zealand
37877,Donald McKechnie,1944-03-23T00:00:00Z,New Zealand
37981,Ronald Murdoch,1945-12-28T00:00:00Z,New Zealand
46564,Peter Needham,1932-07-17T00:00:00Z,South Africa
37788,Robb MacKinlay,1966-12-20T00:00:00Z,New Zealand
38103,Charles Osmond,1859-01-01T00:00:00Z,New Zealand
38957,William Quentery,1861-01-01T00:00:00Z,New Zealand
38306,Charles Restieaux,1865-02-19T00:00:00Z,New Zealand
42560,Razaullah Khan,1937-09-09T00:00:00Z,
38906,Ivan Wyatt,1924-01-05T00:00:00Z,Russia
38906,Ivan Wyatt,1924-01-05T00:00:00Z,New Zealand
38277,Albert Rains,1865-02-07T00:00:00Z,New Zealand
38550,Frederick Stanley,1923-11-05T00:00:00Z,New Zealand
38948,Alexander Irving,1900-02-04T00:00:00Z,New Zealand
37686,Dan Lynch,1854-03-06T00:00:00Z,New Zealand
38604,Shane Singe,1980-03-13T00:00:00Z,New Zealand
38580,Kelly Sunderland,1970-07-17T00:00:00Z,New Zealand
37876,John McIntyre,1944-07-04T00:00:00Z,New Zealand
38150,Dean Potter,1970-05-02T00:00:00Z,New Zealand
43769,Zulfiqar Butt,1971-01-01T00:00:00Z,
4928,Michael Day,1974-08-07T00:00:00Z,Australia
48421,Harsha Cooray,1983-11-23T00:00:00Z,Sri Lanka
4671,Frank Cummins,1906-08-08T00:00:00Z,Australia
46941,Gerrie Pienaar,1959-04-28T00:00:00Z,
50106,Nimesh Perera,1982-01-09T00:00:00Z,Sri Lanka
4404,Richard Bryant,1904-05-08T00:00:00Z,Australia
43482,Tariq Rasheed,1978-03-10T00:00:00Z,
39996,Baseer Shamsi,1922-09-19T00:00:00Z,
50100,Hilton Poulier,1909-01-01T00:00:00Z,
436749,Fiaz Bhutt,1993-08-17T00:00:00Z,
44991,Richard Evans,1914-10-11T00:00:00Z,South Africa
4726,Arthur Carracher,1867-07-09T00:00:00Z,Australia
4744,Henry Chittleborough,1861-04-14T00:00:00Z,Australia
4756,Peter Clements,1953-01-23T00:00:00Z,Australia
48412,Dennis Chanmugam,1948-08-13T00:00:00Z,Sri Lanka
47639,Dudley Theophilus,1911-05-12T00:00:00Z,
386960,Mosaddek Iftekhar,1989-12-26T00:00:00Z,Bangladesh
43967,Robert Armitage,1955-07-09T00:00:00Z,
4406,Cecil Bryce,1911-08-18T00:00:00Z,
38274,Ricky Rotch,1966-09-08T00:00:00Z,New Zealand
38298,Daniel Reese,1898-10-19T00:00:00Z,New Zealand
37638,James Lawrence,1849-01-01T00:00:00Z,New Zealand
38606,Ryan Shutte,1982-07-09T00:00:00Z,New Zealand
44308,Hendrik Basson,1952-03-26T00:00:00Z,
44192,Rupert Bailey,1980-02-20T00:00:00Z,
46147,Willem Louw,1980-10-21T00:00:00Z,
47740,Andre Volsteedt,1975-05-06T00:00:00Z,
44509,Frederick Cheshire,1901-09-24T00:00:00Z,
45859,Wilfrid Kidson,1907-03-13T00:00:00Z,South Africa
45685,Grant Howell,1984-04-10T00:00:00Z,
46265,Wayne Murray,1977-07-29T00:00:00Z,
50832,Udara Warna,1984-03-11T00:00:00Z,
5674,Brad Hodge,1974-12-29T00:00:00Z,Australia
5674,Brad Hodge,1974-12-29T00:00:00Z,New Zealand
42337,Syed Shah Mardan Shah-II,1928-11-22T00:00:00Z,Pakistan
42337,Syed Shah Mardan Shah-II,1928-11-22T00:00:00Z,British Raj
50744,Hashan Tillakaratne,1967-07-14T00:00:00Z,Sri Lanka
45993,William Ling,1891-10-03T00:00:00Z,South Africa
45408,Martin Hanley,1918-11-10T00:00:00Z,South Africa
44056,Harold Baumgartner,1883-11-17T00:00:00Z,South Africa
56102,Shaheedur Rahman,1963-01-01T00:00:00Z,Bangladesh
49354,Shantha Kalavitigoda,1977-12-23T00:00:00Z,Sri Lanka
51899,Alvin Greenidge,1956-08-20T00:00:00Z,Barbados
46673,Arthur Edward Ochse,1870-03-11T00:00:00Z,South Africa
55216,Ayako Miyazaki,1982-03-09T00:00:00Z,Japan
51373,Bill Bourne,1952-11-15T00:00:00Z,Barbados
5466,Braddon Green,1959-01-18T00:00:00Z,Australia
4171,Brian Booth,1933-10-19T00:00:00Z,Australia
5253,Bruce Francis,1948-02-18T00:00:00Z,Australia
54403,Carol Marett,1944-05-11T00:00:00Z,New Zealand
5430,Charles Gregory,1878-09-30T00:00:00Z,Australia
53266,Q5133069,1964-05-22T00:00:00Z,United States
49585,Dinesh Lalintha,,Sri Lanka
4161,Greg Blewett,1971-10-29T00:00:00Z,Australia
4969,Harry Donnan,1864-11-12T00:00:00Z,Australia
53387,Harry Ince,1893-04-19T00:00:00Z,Barbados
4846,Jack Collins,1932-08-01T00:00:00Z,Australia
4648,John Cox,1823-08-06T00:00:00Z,Australia
53721,Karen Smithies,1969-03-20T00:00:00Z,United Kingdom
50482,Kaushal Silva,1986-05-27T00:00:00Z,Sri Lanka
55223,Keiko Uchibori,1976-10-13T00:00:00Z,Japan
54260,Mamatha Maben,1970-11-15T00:00:00Z,India
41963,Mansoor Amjad,1987-12-14T00:00:00Z,Pakistan
53802,Margaret Lockwood,1911-03-08T00:00:00Z,
44135,Mark Bruyns,1973-11-08T00:00:00Z,South Africa
4751,Mark Cameron,1981-01-31T00:00:00Z,Australia
55968,Mohammad Manjural Islam,1979-11-07T00:00:00Z,Bangladesh
56093,Raqibul Hasan,1987-10-08T00:00:00Z,Bangladesh
46616,Ravenor Nicholson,1943-10-06T00:00:00Z,South Africa
4650,Richard Cox,1830-04-21T00:00:00Z,Australia
44059,Rolland Beaumont,1884-02-04T00:00:00Z,South Africa
51865,Shawn Findlay,1984-03-03T00:00:00Z,Jamaica
50844,Sidath Wettimuny,1956-08-12T00:00:00Z,Sri Lanka
5104,Theo Doropoulos,1985-04-25T00:00:00Z,Australia
5104,Theo Doropoulos,1985-04-25T00:00:00Z,New Zealand
43726,Zahid Hussain,1974-12-18T00:00:00Z,Pakistan
4688,K. G. Cunningham,1939-07-26T00:00:00Z,Australia
45672,Jack Hart-Davis,1900-01-01T00:00:00Z,South Africa
44655,Vincent Costello,1906-02-24T00:00:00Z,South Africa
49214,Roshan Jurangpathy,1967-06-25T00:00:00Z,Sri Lanka
53307,G. Williams,,
53446,Charmaine Mason,1970-09-20T00:00:00Z,Australia
501907,Daryn Dupavillon,1994-07-15T00:00:00Z,South Africa
568136,Fareed Ahmad,1994-08-10T00:00:00Z,Afghanistan
52882,Mervyn Richards,1953-11-08T00:00:00Z,Antigua and Barbuda
54699,Chantal Grevers,1961-01-01T00:00:00Z,Kingdom of the Netherlands
48108,James Young,1913-06-28T00:00:00Z,South Africa
5867,Isaac Hopkins,1870-11-09T00:00:00Z,Australia
4677,Daniel Cuthbert,1846-02-02T00:00:00Z,Australia
5827,Charles Hendrie,1886-07-05T00:00:00Z,Australia
5368,George Gatehouse,1864-06-20T00:00:00Z,Australia
5290,Kenneth Ferries,1936-05-07T00:00:00Z,Australia
55466,Andrew Gilmour,1970-08-04T00:00:00Z,Zimbabwe
54931,Sonia Reamsbottom,1962-03-28T00:00:00Z,Ireland
54670,Jolet Hartenhof,1979-09-23T00:00:00Z,Kingdom of the Netherlands
47778,Leon Vlok,1929-03-03T00:00:00Z,South Africa
50021,Pathmanath Perera,1972-05-04T00:00:00Z,Sri Lanka
5682,Mick Hogg,1909-09-28T00:00:00Z,Australia
54960,Heidi Jensen,,Kingdom of Denmark
4714,Ivan Campbell,1908-10-29T00:00:00Z,Australia
4806,Henry Calder,1906-07-03T00:00:00Z,Australia
48833,Thushara Fernando,1982-09-18T00:00:00Z,Sri Lanka
4407,Bruce Buggins,1935-01-29T00:00:00Z,Australia
54916,Terri Bennett,,
4552,Barry Causby,1948-09-09T00:00:00Z,Australia
4334,John Beagley,1933-03-23T00:00:00Z,Australia
5185,Richard Evans,1867-09-09T00:00:00Z,
4795,Bob Crane,1942-07-10T00:00:00Z,Australia
46152,Donald Mackay-Coghill,1941-11-04T00:00:00Z,
5842,Roy Higgins,1900-01-27T00:00:00Z,
51497,O'Neil Cruikshank,1968-01-01T00:00:00Z,
51923,Hylton Gordon,1954-10-05T00:00:00Z,
52470,Brenton McKenzie,1955-09-10T00:00:00Z,
53142,Percival Tomlinson,1959-10-12T00:00:00Z,
52242,Clem John,1941-03-29T00:00:00Z,Dominica
52469,Arthur McKenzie,1914-01-01T00:00:00Z,
52897,Cecil Rogers,1907-11-11T00:00:00Z,
51294,Robin Browne,1970-05-26T00:00:00Z,
51616,Joshua Cromwell,1887-07-19T00:00:00Z,
5283,John Farquhar,1887-01-30T00:00:00Z,Australia
548128,Rajiv Ivan,1986-09-04T00:00:00Z,
55928,Ishtiaq Ahmed,1977-01-19T00:00:00Z,
52394,Stephen Liburd,1955-02-11T00:00:00Z,
51247,Anil Balliram,1974-02-27T00:00:00Z,
51288,Renwick Bishop,1965-09-10T00:00:00Z,
53364,Sylvester Oliver,1929-01-01T00:00:00Z,
45853,Raymond Kemp,1946-09-13T00:00:00Z,
46686,Graeme Ortlieb,1970-03-23T00:00:00Z,
47214,Willem Smit,1974-08-01T00:00:00Z,
12856,Andrew Flintoff,1977-12-06T00:00:00Z,United Kingdom
16671,Edgar Lubbock,1847-02-22T00:00:00Z,United Kingdom of Great Britain and Ireland
12881,R. E. Foster,1878-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
14465,Louis Hall,1852-11-01T00:00:00Z,United Kingdom of Great Britain and Ireland
14374,Alan Hill,1950-06-29T00:00:00Z,United Kingdom
15901,James Kirtley,1975-01-10T00:00:00Z,United Kingdom
13468,Basil Grieve,1864-05-28T00:00:00Z,United Kingdom of Great Britain and Ireland
17037,Arthur Milton,1928-03-10T00:00:00Z,United Kingdom
17059,Arthur Mold,1863-05-27T00:00:00Z,United Kingdom of Great Britain and Ireland
14874,Alan Hodgson,1951-10-27T00:00:00Z,United Kingdom
16409,Antony Lea,1962-09-29T00:00:00Z,United Kingdom
14107,Arthur Haygarth,1825-08-04T00:00:00Z,United Kingdom of Great Britain and Ireland
17719,Arthur Mounteney,1883-02-11T00:00:00Z,United Kingdom
17719,Arthur Mounteney,1883-02-11T00:00:00Z,United Kingdom of Great Britain and Ireland
14056,Bernard Harrison,1934-09-28T00:00:00Z,United Kingdom
14454,Charles Hall,1906-04-05T00:00:00Z,United Kingdom
14454,Charles Hall,1906-04-05T00:00:00Z,United Kingdom of Great Britain and Ireland
13382,Chris Gladwin,1962-05-10T00:00:00Z,United Kingdom
17190,Christopher Mays,1966-05-11T00:00:00Z,United Kingdom
13381,Cliff Gladwin,1916-07-05T00:00:00Z,United Kingdom
13381,Cliff Gladwin,1916-07-05T00:00:00Z,United Kingdom of Great Britain and Ireland
15724,David Jones,1914-04-09T00:00:00Z,United Kingdom
15724,David Jones,1914-04-09T00:00:00Z,United Kingdom of Great Britain and Ireland
17768,David Marshall,1946-05-18T00:00:00Z,United Kingdom
15129,Douglas Henson,1930-05-27T00:00:00Z,United Kingdom
14683,George Heane,1904-01-02T00:00:00Z,United Kingdom
14683,George Heane,1904-01-02T00:00:00Z,United Kingdom of Great Britain and Ireland
17171,Gordon Muchall,1982-12-02T00:00:00Z,United Kingdom
15515,Graham Johnson,1946-11-08T00:00:00Z,United Kingdom
13994,Henry Hailey,1851-04-07T00:00:00Z,United Kingdom
13994,Henry Hailey,1851-04-07T00:00:00Z,United Kingdom of Great Britain and Ireland
14172,Hesketh Hesketh-Prichard,1876-11-17T00:00:00Z,United Kingdom of Great Britain and Ireland
14792,James Higginson,1885-01-01T00:00:00Z,United Kingdom
14792,James Higginson,1885-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
14085,Jamie Hart,1975-12-31T00:00:00Z,United Kingdom
14705,Jeremy Heath,1959-04-26T00:00:00Z,United Kingdom
13387,John Godfrey,1917-08-18T00:00:00Z,United Kingdom
13387,John Godfrey,1917-08-18T00:00:00Z,United Kingdom of Great Britain and Ireland
13835,Kevin Gentle,1959-10-31T00:00:00Z,United Kingdom
16386,Lewis Lywood,1906-12-23T00:00:00Z,United Kingdom
16386,Lewis Lywood,1906-12-23T00:00:00Z,United Kingdom of Great Britain and Ireland
14354,Richard Hall,1978-09-27T00:00:00Z,United Kingdom
13331,Mark Garaway,1973-07-20T00:00:00Z,United Kingdom
14088,Mark Harvey,1974-06-26T00:00:00Z,United Kingdom
16338,Mark Lomas,1970-05-14T00:00:00Z,United Kingdom
13074,Maurice Purcell-FitzGerald,1835-12-22T00:00:00Z,United Kingdom of Great Britain and Ireland
13813,Melville Guest,1943-11-18T00:00:00Z,United Kingdom
13826,Will Gidman,1985-02-14T00:00:00Z,United Kingdom
13246,Michael Field-Buss,1964-09-23T00:00:00Z,United Kingdom
13847,Michael Green,1951-09-17T00:00:00Z,United Kingdom
14961,Norman Horsley,1922-08-20T00:00:00Z,United Kingdom
14961,Norman Horsley,1922-08-20T00:00:00Z,United Kingdom of Great Britain and Ireland
14954,Norman Horner,1926-05-10T00:00:00Z,United Kingdom
14954,Norman Horner,1926-05-10T00:00:00Z,United Kingdom of Great Britain and Ireland
15054,Norman Humphries,1917-05-19T00:00:00Z,United Kingdom
15054,Norman Humphries,1917-05-19T00:00:00Z,United Kingdom of Great Britain and Ireland
13067,Paul Fisher,1954-12-19T00:00:00Z,United Kingdom
15732,Peter Jones,1948-08-19T00:00:00Z,Zimbabwe
17521,Philip Meldon,1874-12-18T00:00:00Z,United Kingdom
17521,Philip Meldon,1874-12-18T00:00:00Z,United Kingdom of Great Britain and Ireland
17715,Reginald Moss,1868-02-24T00:00:00Z,United Kingdom
17715,Reginald Moss,1868-02-24T00:00:00Z,United Kingdom of Great Britain and Ireland
12571,Richard Ellis,1960-12-20T00:00:00Z,United Kingdom
13713,Richard Granville,1907-04-24T00:00:00Z,United Kingdom
13713,Richard Granville,1907-04-24T00:00:00Z,United Kingdom of Great Britain and Ireland
12816,Ricky Fay,1974-05-14T00:00:00Z,United Kingdom
17611,Robert Minton,1899-01-04T00:00:00Z,United Kingdom
17611,Robert Minton,1899-01-04T00:00:00Z,United Kingdom of Great Britain and Ireland
14269,Roland Horridge,1963-01-27T00:00:00Z,United Kingdom
14752,"Sir Frederick Hervey-Bathurst, 3rd Baronet",1807-06-06T00:00:00Z,United Kingdom of Great Britain and Ireland
14918,William Holmes,1885-10-29T00:00:00Z,United Kingdom
14918,William Holmes,1885-10-29T00:00:00Z,United Kingdom of Great Britain and Ireland
15786,William Jenkins,1788-01-01T00:00:00Z,Kingdom of Great Britain
15786,William Jenkins,1788-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
12924,Henry Frere,1830-09-27T00:00:00Z,United Kingdom of Great Britain and Ireland
16443,Robert Lanchbury,1950-02-11T00:00:00Z,United Kingdom
14568,Ælfric Harrison,1889-07-28T00:00:00Z,United Kingdom
14568,Ælfric Harrison,1889-07-28T00:00:00Z,United Kingdom of Great Britain and Ireland
16451,James Lang,1900-05-02T00:00:00Z,United Kingdom
16451,James Lang,1900-05-02T00:00:00Z,United Kingdom of Great Britain and Ireland
14942,John Hopwood,1926-10-23T00:00:00Z,United Kingdom
14942,John Hopwood,1926-10-23T00:00:00Z,United Kingdom of Great Britain and Ireland
13607,Charles Gilbert,1855-01-09T00:00:00Z,United Kingdom
13607,Charles Gilbert,1855-01-09T00:00:00Z,United Kingdom of Great Britain and Ireland
13128,Percy Ford,1877-07-05T00:00:00Z,United Kingdom of Great Britain and Ireland
13154,James Foster,1854-03-09T00:00:00Z,United Kingdom of Great Britain and Ireland
16093,Freddie Knott,1891-10-30T00:00:00Z,United Kingdom
16093,Freddie Knott,1891-10-30T00:00:00Z,United Kingdom of Great Britain and Ireland
12898,Kenny Francis,1950-03-14T00:00:00Z,
15650,William James,1858-01-01T00:00:00Z,United Kingdom
15828,David Jukes,1956-05-24T00:00:00Z,United Kingdom
15079,Frederick Hutchings,1880-06-03T00:00:00Z,United Kingdom
17464,George McCanlis,1847-12-03T00:00:00Z,United Kingdom
17464,George McCanlis,1847-12-03T00:00:00Z,United Kingdom of Great Britain and Ireland
13221,Eric Fulcher,1890-03-12T00:00:00Z,United Kingdom of Great Britain and Ireland
17805,Eustace Malden,1863-08-19T00:00:00Z,United Kingdom
17805,Eustace Malden,1863-08-19T00:00:00Z,United Kingdom of Great Britain and Ireland
13661,Leonard Gooder,1876-02-11T00:00:00Z,United Kingdom
13661,Leonard Gooder,1876-02-11T00:00:00Z,United Kingdom of Great Britain and Ireland
17249,Frederick Mackenzie,1849-07-14T00:00:00Z,United Kingdom
6256,Justin Langer,1970-11-21T00:00:00Z,Australia
9848,Maurice Bonham Carter,1880-10-11T00:00:00Z,United Kingdom
9848,Maurice Bonham Carter,1880-10-11T00:00:00Z,United Kingdom of Great Britain and Ireland
6000,Archie Jackson,1909-09-05T00:00:00Z,Australia
10679,Tom Cartwright,1935-07-22T00:00:00Z,United Kingdom
8264,Kevin Wright,1953-12-27T00:00:00Z,Australia
8564,Alban Arnold,1892-11-19T00:00:00Z,United Kingdom of Great Britain and Ireland
12248,Alonzo Drake,1884-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
6864,Bruce Martin,1942-06-11T00:00:00Z,Australia
8837,Charles Awdry,1906-04-29T00:00:00Z,United Kingdom
9273,Charles Brutton,1899-01-20T00:00:00Z,United Kingdom
9273,Charles Brutton,1899-01-20T00:00:00Z,United Kingdom of Great Britain and Ireland
12554,Damian Eyre,1967-10-08T00:00:00Z,United Kingdom
10787,David Constant,1941-11-09T00:00:00Z,United Kingdom
12519,Edward English,1864-01-01T00:00:00Z,United Kingdom
12519,Edward English,1864-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
13002,Frank Farrands,1835-03-28T00:00:00Z,United Kingdom of Great Britain and Ireland
9630,Fred Beattie,1909-08-18T00:00:00Z,United Kingdom
9630,Fred Beattie,1909-08-18T00:00:00Z,United Kingdom of Great Britain and Ireland
13163,Fred Foulds,1935-04-23T00:00:00Z,United Kingdom
9759,Frederick Bird,1875-12-13T00:00:00Z,United Kingdom
9759,Frederick Bird,1875-12-13T00:00:00Z,United Kingdom of Great Britain and Ireland
11379,"George Cox, Jr.",1911-08-23T00:00:00Z,United Kingdom
11379,"George Cox, Jr.",1911-08-23T00:00:00Z,United Kingdom of Great Britain and Ireland
12570,Gerwyn Edwards,1953-06-22T00:00:00Z,United Kingdom
8799,Gilbert Ashton,1896-09-27T00:00:00Z,United Kingdom
8799,Gilbert Ashton,1896-09-27T00:00:00Z,United Kingdom of Great Britain and Ireland
6525,Greg Matthews,1959-12-15T00:00:00Z,Australia
9144,Iain Bond,1973-11-07T00:00:00Z,United Kingdom
10519,James Broad,1814-05-09T00:00:00Z,United Kingdom of Great Britain and Ireland
10241,Joseph Buxton,1912-11-20T00:00:00Z,United Kingdom
10241,Joseph Buxton,1912-11-20T00:00:00Z,United Kingdom of Great Britain and Ireland
10981,Julien Cahn,1882-10-21T00:00:00Z,United Kingdom
10981,Julien Cahn,1882-10-21T00:00:00Z,United Kingdom of Great Britain and Ireland
9618,Keith Baylis,1947-11-05T00:00:00Z,United Kingdom
12973,Mitchell Fowles,1970-12-18T00:00:00Z,United Kingdom
10977,Michael Cronin,1961-10-21T00:00:00Z,United Kingdom
12474,Ray East,1947-06-20T00:00:00Z,United Kingdom
10833,Peter Cousens,1932-05-15T00:00:00Z,South Africa
11876,Nick Derbyshire,1970-09-11T00:00:00Z,United Kingdom
11764,Nick Clewley,1983-06-13T00:00:00Z,United Kingdom
11326,Percival Corbett,1900-02-20T00:00:00Z,United Kingdom
11326,Percival Corbett,1900-02-20T00:00:00Z,United Kingdom of Great Britain and Ireland
11368,Ralph Cowan,1960-03-30T00:00:00Z,United Kingdom
8059,Richard Townsend,1886-08-12T00:00:00Z,Australia
7023,Ron Oxenham,1891-07-28T00:00:00Z,Australia
11848,Richard Dawson,1980-08-04T00:00:00Z,United Kingdom
10972,Simon Clements,1956-04-29T00:00:00Z,United Kingdom
11005,Stephen Capon,1927-04-25T00:00:00Z,United Kingdom
11720,Steve Cordingley,1981-12-19T00:00:00Z,United Kingdom
12986,Sydney Fairbairn,1892-10-13T00:00:00Z,United Kingdom
11995,Wes Durston,1980-10-06T00:00:00Z,United Kingdom
6022,Terry Jenner,1944-09-08T00:00:00Z,Australia
12405,George Druce,1821-05-10T00:00:00Z,United Kingdom of Great Britain and Ireland
8599,George Ayres,1871-07-05T00:00:00Z,United Kingdom
8599,George Ayres,1871-07-05T00:00:00Z,United Kingdom of Great Britain and Ireland
10734,Frank Clarke,1936-10-08T00:00:00Z,United Kingdom
7153,Bob Parry,1953-01-02T00:00:00Z,Australia
10536,William Buckingham,1798-01-04T00:00:00Z,United Kingdom
12359,James Davis,http://www.wikidata.org/.well-known/genid/9f0980722d5b0cd8d805bda9995bc9aa,United Kingdom of Great Britain and Ireland
12132,John Deighton,1920-04-05T00:00:00Z,United Kingdom
12132,John Deighton,1920-04-05T00:00:00Z,United Kingdom of Great Britain and Ireland
8368,Legh Winser,1884-11-27T00:00:00Z,United Kingdom
8368,Legh Winser,1884-11-27T00:00:00Z,Australia
8368,Legh Winser,1884-11-27T00:00:00Z,United Kingdom of Great Britain and Ireland
7466,Frank Richards,1863-10-15T00:00:00Z,Australia
6756,William McCormack,1877-05-05T00:00:00Z,Australia
7824,Walter Stalker,1909-10-29T00:00:00Z,Australia
7955,Frederick Toby,1888-12-09T00:00:00Z,Australia
12594,John Easter,1945-12-17T00:00:00Z,United Kingdom
6317,Arthur Lovett,1920-06-01T00:00:00Z,Australia
7724,Anthony Spillane,1960-01-15T00:00:00Z,Australia
6528,Eustace Maxwell,1864-01-20T00:00:00Z,Australia
7343,Leslie Richardson,1911-09-05T00:00:00Z,Australia
8235,Henry Wilson,1865-03-31T00:00:00Z,Australia
6592,Keith McPhillamy,1882-06-20T00:00:00Z,Australia
7347,William Richardson,1866-08-22T00:00:00Z,Australia
7922,Joseph Taylor,1886-09-07T00:00:00Z,Australia
7922,Joseph Taylor,1886-09-07T00:00:00Z,New Zealand
8115,Brett van Deinsen,1977-12-28T00:00:00Z,Australia
8193,Stewart Wearne,1859-03-21T00:00:00Z,Australia
12893,Frederick Foy,1915-04-11T00:00:00Z,United Kingdom
12893,Frederick Foy,1915-04-11T00:00:00Z,United Kingdom of Great Britain and Ireland
